survey	id	sentence_nr	context_en	context_ru	sentence_en	sentence_ru	translat_original	translit_morph	gloss	translation	target_verb	target_trans	form_label	exp	given	comments	speaker	idiom	language	gender	birthyear	date
pfq	42	20	[A has got his wages and says:]	[А получил зарплату и говорит:]	I GET my wages today, so I can now BUY you a beer.	Сегодня ПОЛУЧАТЬ зарплату, так что сейчас могу вас ПОКУПАТЬ/УГОЩАТЬ пивом.  	Жакъа дийе харж швезе ккола, гьединлъидал дица ножое пиво босила.	žaqʼa dije χarž šweze kːola, hedinɬidal dica nožoe pivo bosila.			получать	šweze kːola	present_infinitive	not p	other		1	Khunzakh	Avar	F		2016
pfq	43	20	[A has got his wages and says:]	[А получил зарплату и говорит:]	I GET my wages today, so I can now BUY you a beer.	Сегодня ПОЛУЧАТЬ зарплату, так что сейчас могу вас ПОКУПАТЬ/УГОЩАТЬ пивом.  	Жакъа дийе харж швезе ккола, гьединлъидал дица ножое пиво босила.	žaqʼa dije χarž šweze kːola, hedinɬidal dica nožoe pivo bosila.			покупать/угощать	bosila	future	present	other		1	Khunzakh	Avar	F		2016
pfq	44	21			I GET my wages yesterday, so I can now BUY you a beer.	Я ПОЛУЧАТЬ зарплату вчера, так что сейчас могу вас ПОКУПАТЬ/УГОЩАТЬ пивом.	Сон дийе харж швана, гьединлъидал дица ножое гьабсаг1ат пиво босила.	son dije χarž šwana, hedinɬidal dica nožoe habsaʕat pivo bosila. 			получать	šwana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	45	21			I GET my wages yesterday, so I can now BUY you a beer.	Я ПОЛУЧАТЬ зарплату вчера, так что сейчас могу вас ПОКУПАТЬ/УГОЩАТЬ пивом.	Сон дийе харж швана, гьединлъидал дица ножое гьабсаг1ат пиво босила.	son dije χarž šwana, hedinɬidal dica nožoe habsaʕat pivo bosila. 			покупать/угощать	bosila	future	present	other		1	Khunzakh	Avar	F		2016
pfq	46	22	[Note: These sentences do not necessarily imply the passive voice though BE BORN happens to be formally a passive in English. Treat it as a single lexical unit.]		A: When you BE BORN? – B: I BE BORN on the first of June 1950.	А: Когда вы РОЖДАТЬСЯ. – В: Я РОЖДАТЬСЯ первого июня 1950 года.	Мун щиб къоялъ гьайурай. Дун гьайуна т1оцебесеб ийуналъ азаралда ич1нусиялда к1икъоялда анц1абилеб соналъ.	mun šːib qʼojaɬ hajuraj. dun hajuna t’ocebeseb ijunaɬ azaralda ičʼnusijalda k’iqʼojalda ancʼabileb sonaɬ.			рождаться	hajuraj	participle	resultative/passive	other		1	Khunzakh	Avar	F		2016
pfq	47	22	[Note: These sentences do not necessarily imply the passive voice though BE BORN happens to be formally a passive in English. Treat it as a single lexical unit.]		A: When you BE BORN? – B: I BE BORN on the first of June 1950.	А: Когда вы РОЖДАТЬСЯ. – В: Я РОЖДАТЬСЯ первого июня 1950 года.	Мун щиб къоялъ гьайурай. Дун гьайуна т1оцебесеб ийуналъ азаралда ич1нусиялда к1икъоялда анц1абилеб соналъ.	mun šːib qʼojaɬ hajuraj. dun hajuna t’ocebeseb ijunaɬ azaralda ičʼnusijalda k’iqʼojalda ancʼabileb sonaɬ.			рождаться	hajuna 	aorist	resultative/passive	not p		1	Khunzakh	Avar	F		2016
pfq	48	23	[A guide presenting his home town to tourists. Note: This sentence does necessarily imply the passive voice, unless it really is the most natural way of expressing this sentence in L.]	[Гид показывает свой город туристам.]	Our town BE FOUNDED in 1550.	Наш город СОЗДАТЬ в 1550 году.	Нижер горад г1уц1ана азаралда щунусиялда к1икъоялда анц1абилеб соналъ.	nižer gorad ʕucʼana azaralda šːunusijalda k’iqʼojalda ancʼabileb sonaɬ.			создать	ʕucʼana	aorist	resultative/passive	not p		1	Khunzakh	Avar	F		2016
pfq	49	24	[Question: Do you know what remarkable event TAKE PLACE in 1550? Note: as in 23.]	[Вопрос: Знаете ли вы, что ПРОИСХОДИТЬ в 1550 году?]	Answer: In that year, our town BE FOUNDED.	Ответ: В том году, наш город СОЗДАТЬ. 	Гьеб соналъ нижер город г1уц1ана.	heb sonaɬ nižer gorod ʕucʼana.			создать	ʕucʼana	aorist	resultative/passive	not p		1	Khunzakh	Avar	F		2016
pfq	50	25	[Question: When Columbus ARRIVE at America for the first time?]	[Вопрос: Когда Колумб впервые ПРИЕЗЖАТЬ в Америку?]	Answer: He ARRIVE at America in 1492.	Ответ: Он ПРИЕЗЖАТЬ  в Америку в 1492 году.	Дов америкаялде вач1уна азаралда ункьнусиялда ункъоялда анц1ила к1иабилеб соналъ.	dow Amerikajalde wačʼuna azaralda unƛ’nusijalda unqʼojalda ancʼila k’iabileb sonaɬ.			приезжать	wačʼana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	51	26	[Question: What do you know about this novel? Note: This sentence does not necessarily imply the active voice or the word order given here if it is not natural in L.]	[Вопрос: Что вы знаете про этот роман?]	Answer: Graham Greene WRITE it.	Грем Грин ПИСАТЬ ее.	Грем Гриница гьеб хъвана.	Grem Grinica heb qwana.			писать	qwana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	52	27	[Question: Your sister still BE at home?]	[Вопрос: Ваша сестра еще ЕСТЬ дома?]	Answer: No, she already GO AWAY.	Ответ: Нет, она уже УХОДИТЬ. 	Гьеч1о, дой уже ине йиго.	hečʼo, doj uže ine jigo.			уходить	ine jigo	present_infinitive	not p	other	future?	1	Khunzakh	Avar	F		2016
pfq	53	28	[B’s sister is known to gave gone to another town. Question: A: Your sister COME BACK? (Note: a free translation may be needed for B’s answer.)]	[Известно что сестра В уехала в другой город. Вопрос: А: Ваша сестра ВОЗВРАЩАТЬСЯ?]	B: No, she still GO AWAY.	В: Нет, она еще УХОДИТЬ. 	Гьей жеги йач1инч1о.	hej žegi jačʼinčʼo. 			уходить	jačʼinčʼo	aorist	unclear	not p	negative	1	Khunzakh	Avar	F		2016
pfq	54	29	[As in 28. Question: Your sister COME BACK?]	[Известно что сестра В уехала в другой город. Вопрос: А: Ваша сестра ВОЗВРАЩАТЬСЯ?]	Answer: No, she NOT COME BACK yet.	Ответ: Нет, она еще не ВОЗВРАЩАТЬСЯ.  	Гуро, гьей жеги йач1унаро.	guro, hej žegi jačʼunaro.			возвращаться	jačʼunaro	present	perfect	other	negative	1	Khunzakh	Avar	F		2016
pfq	55	30	[A: Don’t talk so loud! You’ll wake the baby.]	[А: Не разговарывайте так громко! Младенца разбудите.]	B: He WAKE UP already.	В: Он уже ПРОСЫПАТЬСЯ. 	Гьев уже ворч1ана.	hew uže worčʼana.			просыпаться	worčʼana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	56	31	[The baby wakes up one hour earlier than expected and starts screaming. Mother (in another room):]	[Младенец просыпается час раньше чем ожидалось и начинает кричать. Мать (с другой комнаты):]	Oh no! He WAKE UP aleady!	Ой! Он уже ПРОСЫПАТЬСЯ.	Вабай вададай! Гьав уже ворч1улев вуго.	wabaj wadadaj! haw uže worčʼulew wugo.			просыпаться	worčʼulew wugo	present	perfect	other		1	Khunzakh	Avar	F		2016
pfq	57	32			You BE to (VISIT) Australia (ever in your life)? 	Вы БЫТЬ(ПОСЕЩАТЬ, выбираете самый естественный для вашего языка вариант) в Австралии (когда-нибудь в жизни)?	Нуж рук1аниш Австралиялда?	nuž ruk’aniš Awstralijalda?			быть/посещать	ruk’aniš	aorist	perfect	not p	interrogative	1	Khunzakh	Avar	F		2016
pfq	58	33	[These are alternative answers to 32. They should all be translated.]	[Возможные ответы на 32, перевести все отдельно.]	No, I never BE (VISIT) there. – Yes, I BE (VISIT) there. – Yes, I BE (VISIT) there several times. – Yes, I BE (VISIT) there in January 1987.	Нет, никогда там не БЫТЬ(ПОСЕЩАТЬ). Да, БЫТЬ(ПОСЕЩАТЬ) там. Да, БЫТЬ(ПОСЕЩАТЬ) там несколько раз. Да, БЫТЬ(ПОСЕЩАТЬ) там в январе 1987 года.	Киданиги рук1инч1о гьенир. У, ниж гьенир рук1ана. Ниж гьенир чанго нухалъ рук1ана. У, ниж гьенир рук1ана январ моц1алда азаралда ич1нусиялда ункъоялда анкьабилеб соналъ.	kidanigi ruk’inčʼo henir. u, niž henir ruk’ana. niž henir čango nuxaɬ ruk’ana. u, niž henir ruk’ana janvar mocʼalda azaralda ičʼnusijalda unqʼojalda anƛ’abileb sonaɬ.			быть/посещать	ruk’inčʼo	aorist	perfect	not p	negative	1	Khunzakh	Avar	F		2016
pfq	59	33	[These are alternative answers to 32. They should all be translated.]	[Возможные ответы на 32, перевести все отдельно.]	No, I never BE (VISIT) there. – Yes, I BE (VISIT) there. – Yes, I BE (VISIT) there several times. – Yes, I BE (VISIT) there in January 1987.	Нет, никогда там не БЫТЬ(ПОСЕЩАТЬ). Да, БЫТЬ(ПОСЕЩАТЬ) там. Да, БЫТЬ(ПОСЕЩАТЬ) там несколько раз. Да, БЫТЬ(ПОСЕЩАТЬ) там в январе 1987 года.	Киданиги рук1инч1о гьенир. У, ниж гьенир рук1ана. Ниж гьенир чанго нухалъ рук1ана. У, ниж гьенир рук1ана январ моц1алда азаралда ич1нусиялда ункъоялда анкьабилеб соналъ.	kidanigi ruk’inčʼo henir. u, niž henir ruk’ana. niž henir čango nuxaɬ ruk’ana. u, niž henir ruk’ana janvar mocʼalda azaralda ičʼnusijalda unqʼojalda anƛ’abileb sonaɬ.			быть/посещать	ruk’ana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	60	33	[These are alternative answers to 32. They should all be translated.]	[Возможные ответы на 32, перевести все отдельно.]	No, I never BE (VISIT) there. – Yes, I BE (VISIT) there. – Yes, I BE (VISIT) there several times. – Yes, I BE (VISIT) there in January 1987.	Нет, никогда там не БЫТЬ(ПОСЕЩАТЬ). Да, БЫТЬ(ПОСЕЩАТЬ) там. Да, БЫТЬ(ПОСЕЩАТЬ) там несколько раз. Да, БЫТЬ(ПОСЕЩАТЬ) там в январе 1987 года.	Киданиги рук1инч1о гьенир. У, ниж гьенир рук1ана. Ниж гьенир чанго нухалъ рук1ана. У, ниж гьенир рук1ана январ моц1алда азаралда ич1нусиялда ункъоялда анкьабилеб соналъ.	kidanigi ruk’inčʼo henir. u, niž henir ruk’ana. niž henir čango nuxaɬ ruk’ana. u, niž henir ruk’ana janvar mocʼalda azaralda ičʼnusijalda unqʼojalda anƛ’abileb sonaɬ.			быть/посещать	ruk’ana	aorist	perfect	not p		1	Khunzakh	Avar	F		2016
pfq	61	33	[These are alternative answers to 32. They should all be translated.]	[Возможные ответы на 32, перевести все отдельно.]	No, I never BE (VISIT) there. – Yes, I BE (VISIT) there. – Yes, I BE (VISIT) there several times. – Yes, I BE (VISIT) there in January 1987.	Нет, никогда там не БЫТЬ(ПОСЕЩАТЬ). Да, БЫТЬ(ПОСЕЩАТЬ) там. Да, БЫТЬ(ПОСЕЩАТЬ) там несколько раз. Да, БЫТЬ(ПОСЕЩАТЬ) там в январе 1987 года.	Киданиги рук1инч1о гьенир. У, ниж гьенир рук1ана. Ниж гьенир чанго нухалъ рук1ана. У, ниж гьенир рук1ана январ моц1алда азаралда ич1нусиялда ункъоялда анкьабилеб соналъ.	kidanigi ruk’inčʼo henir. u, niž henir ruk’ana. niž henir čango nuxaɬ ruk’ana. u, niž henir ruk’ana janvar mocʼalda azaralda ičʼnusijalda unqʼojalda anƛ’abileb sonaɬ.			быть/посещать	ruk’ana	aorist	not p	not p		1	Khunzakh	Avar	F		2016
pfq	62	34	[A has been talking about the way of life in Australia. Note: the sentence construction may have to be changed – even in English.]	[А рассказывал про образ жизни в Австралии.]	B: You BE to (VISIT) Australia as you know all that? – A: Yes, I BE (VISIT) there, so I know. 	В: Вы БЫТЬ(ПОСЕЩАТЬ) в Австралии что вы все это знаете? – А: Да, я БЫТЬ(ПОСЕЩАТЬ) там, поэтому знаю.	Ножода лъалиш Австралиялъул х1акъалъулъ? - Лъала, дун гьений йик1ана.	nožoda ɬališ Awstralijaɬul ħaqʼaɬuɬ? - ɬala, dun henij jik’ana.			быть/посещать						1	Khunzakh	Avar	F		2016
